bsi,ndvi
-0.03086,0.32018
-0.03346,0.11191
-0.18519,0.55451
-0.08243,0.51351
-0.02322,0.23251
-0.27257,0.62612
-0.22786,0.619
-0.13917,0.54178
-0.13328,0.5374
-0.16255,0.55614
-0.20347,0.60366
-0.03826,0.25656
-0.27451,0.64825
-0.1058,0.50915
-0.24736,0.64098
-0.34492,0.64055
-0.17973,0.55713
-0.01183,0.32631
-0.3147,0.68243
-0.23477,0.61694
-0.29969,0.60871
-0.22596,0.56819
-0.26973,0.59653
0.0091,0.33678
-0.17866,0.54983
-0.20798,0.58591
-0.28946,0.63149
-0.19208,0.58084
-0.12904,0.5214
-0.25131,0.58059
-0.13426,0.4923
-0.34714,0.64039
-0.2199,0.54609
-0.14647,0.54311
-0.22395,0.58446
-0.1946,0.54009
-0.27474,0.6179
0.05613,0.00687
-0.23299,0.62222
-0.03071,0.07952
-0.12635,0.45756
-0.17008,0.50817
-0.25297,0.58271
-0.25693,0.55209
-0.18039,0.5766
-0.33961,0.70175
-0.21479,0.61059
-0.26149,0.63598
-0.07556,0.43942
0.00383,0.30083
-0.28057,0.58815
-0.1016,0.50419
-0.12859,0.52163
-0.29798,0.64036
-0.25757,0.5833
-0.11583,0.4992
-0.30893,0.66347
-0.11079,0.4856
-0.26857,0.60298
-0.08961,0.43184
-0.16541,0.58525
-0.22613,0.60616
0.02903,0.25273
-0.27606,0.63076
-0.19015,0.56058
-0.01957,0.28628
-0.03477,0.32591
-0.02034,0.2472
-0.00837,0.02387
-0.19524,0.60127
-0.23902,0.6129
0.05273,0.19868
-0.12402,0.51868
-0.26962,0.62937
-0.25056,0.63933
-0.13981,0.53795
-0.00511,0.2511
-0.14304,0.5664
-0.16354,0.49202
-0.20543,0.59253
-0.29588,0.61389
-0.16643,0.57738
0.12856,0.13871
-0.08383,0.45293
-0.17719,0.49928
0.01643,0.24464
-0.08831,0.43926
-0.21699,0.56205
-0.39746,0.64957
-0.327,0.69441
-0.34892,0.64135
0.07135,0.27024
-0.24957,0.61516
0.05342,0.0895
0.08691,0.10345
-0.30506,0.67582
-0.30671,0.61106
-0.19517,0.6021
-0.16257,0.52324
-0.23678,0.61803
0.02088,0.3835
-0.10099,0.49476
-0.24224,0.61476
0.04992,0.17674
-0.17074,0.57689
-0.02436,0.40605
0.09402,0.10974
-0.19727,0.5616
0.04178,0.17373
-0.29105,0.59873
-0.05388,0.3708
-0.31003,0.62691
-0.17062,0.53451
-0.20106,0.61759
-0.08984,0.4083
-0.13745,0.50023
-0.32367,0.69134
-0.31495,0.66952
-0.04415,0.38958
-0.10395,0.34675
-0.13122,0.50633
-0.11582,0.49451
-0.24235,0.61889
-0.19385,0.59376
-0.27819,0.64313
-0.21312,0.58013
0.07639,0.31721
-0.21011,0.60292
-0.022,0.2706
-0.20346,0.59308
-0.30628,0.65149
-0.26283,0.61931
-0.19201,0.51481
-0.23216,0.58457
-0.24567,0.59918
-0.05581,0.37797
-0.13491,0.47755
-0.1094,0.4902
0.04124,0.22056
-0.16658,0.5465
-0.27316,0.63533
-0.28035,0.65165
-0.26124,0.64234
-0.15383,0.53138
-0.12,0.48215
-0.20971,0.58331
-0.0463,0.37404
-0.19477,0.59884
-0.26845,0.61371
0.06373,0.22917
-0.02441,0.04554
-0.12708,0.50028
-0.30587,0.64805
-0.17134,0.55889
-0.09076,0.54218
0.00725,0.25564
-0.00308,0.28416
0.10555,0.10696
-0.04789,0.39449
0.03739,0.33049
-0.31938,0.66445
-0.02918,0.31077
-0.28488,0.61246
-0.162,0.51086
-0.14847,0.56248
0.00684,0.30462
-0.29577,0.59758
-0.113,0.51346
-0.22996,0.54775
0.04514,0.16351
-0.19192,0.5925
-0.23187,0.60925
-0.20564,0.57038
-0.13772,0.53022
-0.16246,0.49455
-0.1103,0.49718
-0.16858,0.57221
-0.15976,0.55666
-0.28479,0.63466
-0.23237,0.56665
-0.291,0.66379
-0.2893,0.63894
-0.27466,0.57059
-0.15886,0.52538
-0.04855,0.42517
-0.13935,0.49354
-0.23863,0.61978
-0.26672,0.65972
-0.21084,0.57954
-0.16624,0.53151
0.04093,0.24667
-0.23292,0.59094
-0.18885,0.51745
-0.27804,0.58582
-0.14092,0.57068
-0.23038,0.59923
-0.20754,0.59278
-0.17618,0.56176
-0.07621,0.42071
-0.23788,0.57074
-0.24707,0.55826
-0.02866,0.46309
0.01909,0.2502
-0.19328,0.5663
-0.17371,0.50897
-0.20208,0.53324
-0.22023,0.60161
-0.23296,0.5649
-0.06216,0.4115
-0.26199,0.66099
-0.1764,0.45737
0.13811,0.17006
-0.24432,0.6131
-0.2498,0.65167
-0.21645,0.63804
0.08117,0.14195
-0.15442,0.55623
-0.18004,0.50351
-0.10537,0.41908
0.02076,0.21414
-0.23776,0.6252
-0.28314,0.59772
-0.26459,0.64192
-0.27084,0.66897
-0.29205,0.60976
0.09132,0.14997
-0.14629,0.56299
-0.22337,0.61064
-0.09072,0.49462
-0.2786,0.61461
-0.03044,0.28329
-0.19549,0.5115
-0.22432,0.63587
-0.15025,0.55383
0.03931,0.22349
-0.18817,0.56609
-0.22593,0.61403
-0.26682,0.61567
-0.19451,0.53999
-0.21957,0.55692
-0.07657,0.28023
0.08164,0.11504
0.15264,0.06942
-0.08248,0.40174
-0.2031,0.59514
0.08701,0.23628
-0.38152,0.63812
-0.31974,0.65655
-0.20759,0.5896
0.13563,0.11844
0.05963,0.06155
-0.04202,0.34484
-0.01804,0.26164
-0.16634,0.5547
-0.29039,0.61182
-0.06799,0.42416
-0.08013,0.42874
0.09292,0.13054
-0.23714,0.60234
-0.02156,0.29577
-0.13651,0.52576
0.00329,0.18112
-0.1544,0.5367
-0.26077,0.57824
-0.05354,0.39156
-0.24089,0.59763
-0.22509,0.60048
-0.28369,0.67217
0.1048,0.15656
-0.18973,0.49774
-0.00814,0.06145
-0.13586,0.46509
0.05843,0.176
-0.20213,0.58214
-0.15285,0.52985
-0.30662,0.66708
-0.04104,0.32013
-0.23273,0.51451
-0.33949,0.69866
-0.29234,0.6754
0.04368,0.27994
-0.34658,0.60856
0.0828,0.08841
0.0406,0.12768
-0.16991,0.5473
-0.17494,0.56949
-0.19,0.59806
-0.20618,0.56262
0.02297,0.19231
-0.22186,0.60559
-0.2544,0.58419
-0.29329,0.61666
-0.15726,0.58042
0.06505,0.04712
-0.23362,0.63703
-0.1801,0.46903
-0.19642,0.56167
-0.27585,0.6544
0.07255,0.02161
-0.23956,0.6325
-0.23235,0.6057
-0.259,0.64489
-0.29719,0.60074
-0.36071,0.627
0.0151,0.20868
0.03093,0.23228
-0.02786,0.35614
-0.07641,0.51169
-0.19224,0.58247
-0.15429,0.52573
-0.29061,0.66807
-0.1097,0.49742
-0.28702,0.64998
-0.29467,0.64229
-0.2986,0.64254
-0.14278,0.53157
0.03512,0.3035
-0.12382,0.46794
-0.2042,0.59277
-0.1638,0.58408
-0.06913,0.4411
-0.21229,0.55813
-0.20812,0.54118
-0.20213,0.58591
-0.17837,0.60667
-0.33456,0.60368
-0.23269,0.62215
-0.07305,0.40995
-0.10606,0.51946
0.04757,0.20048
-0.22253,0.5935
0.00488,0.28336
-0.06889,0.3912
-0.00822,0.33847
-0.0479,0.29775
-0.00774,0.23114
-0.22296,0.62114
-0.26904,0.65022
-0.17544,0.59171
-0.25275,0.6352
-0.17864,0.52722
-0.32003,0.66414
-0.24546,0.62432
-0.17019,0.54445
-0.06628,0.42738
-0.23869,0.63313
-0.21142,0.61015
-0.20676,0.56773
-0.23095,0.60717
0.04135,0.18349
-0.00036,0.02004
-0.27521,0.58442
-0.18914,0.5839
-0.12704,0.47756
-0.17992,0.57581
-0.23155,0.64464
-0.21594,0.60172
-0.10522,0.51859
-0.26689,0.64859
-0.30722,0.62328
-0.2412,0.55523
-0.03398,0.46376
-0.11235,0.52685
-0.26764,0.60254
0.04735,0.12966
-0.08879,0.49013
-0.19916,0.6134
-0.30157,0.6675
-0.19741,0.50813
-0.00932,0.26507
-0.15809,0.55369
-0.3159,0.68158
-0.1893,0.56292
-0.01876,0.32101
-0.36242,0.61754
-0.05928,0.43267
-0.22861,0.60678
-0.30713,0.61314
-0.17889,0.55539
0.00401,0.22003
-0.03983,0.32113
-0.20415,0.60394
-0.01717,0.33628
-0.18128,0.50079
-0.16795,0.54438
-0.04983,0.02005
-0.26298,0.64756
-0.00287,0.28946
-0.225,0.60697
-0.1799,0.61028
-0.23354,0.6036
-0.32108,0.66498
-0.30382,0.67075
-0.19833,0.56256
-0.03301,0.41083
-0.28843,0.65303
-0.08817,0.5016
-0.03925,0.26405
-0.23058,0.60898
0.11318,0.12877
-0.21147,0.57352
-0.24263,0.623
-0.21437,0.60913
-0.28741,0.62706
-0.20135,0.58626
0.05812,0.29736
-0.12673,0.45549
-0.1294,0.52838
-0.12112,0.54523
-0.29701,0.65407
-0.16685,0.57853
0.03465,0.2907
-0.01804,0.23171
-0.22005,0.5391
-0.17173,0.46754
-0.18259,0.52276
0.09805,0.1351
-0.07297,0.43902
-0.29575,0.60664
-0.02209,0.36566
0.00811,0.23112
-0.30438,0.67022
-0.14288,0.5733
-0.05682,0.39459
-0.22049,0.58712
-0.16454,0.55923
-0.29636,0.65393
-0.19501,0.58517
-0.25617,0.62488
-0.29147,0.64365
-0.28288,0.60262
0.14037,0.11929
0.02342,0.12924
-0.0614,0.42156
-0.245,0.62976
-0.3249,0.69598
-0.20931,0.54668
-0.23801,0.62916
0.09513,0.23506
-0.29222,0.66474
-0.27062,0.57565
-0.25918,0.63046
-0.23434,0.58317
-0.17174,0.57203
-0.19664,0.59068
-0.20392,0.59576
-0.21893,0.59733
-0.21548,0.58204
-0.27033,0.58676
-0.31026,0.6704
-0.19789,0.56485
-0.06956,0.40773
-0.00151,0.20659
-0.03111,0.42648
-0.19645,0.57319
-0.18118,0.53589
-0.06268,0.40327
0.09748,0.07787
-0.14351,0.52779
-0.26816,0.66742
-0.0815,0.44829
-0.32036,0.58394
-0.29981,0.6697
-0.14961,0.54205
-0.13008,0.50837
-0.12873,0.46369
-0.05691,0.39712
-0.30372,0.67436
-0.21328,0.61252
0.04677,-0.00809
-0.14173,0.56325
-0.17236,0.51294
0.08637,0.12449
-0.05173,0.29896
-0.13191,0.51192
-0.23214,0.60695
-0.2426,0.55854
-0.16475,0.55736
-0.30985,0.61743
-0.38061,0.62906
-0.14758,0.46852
-0.28065,0.58638
-0.22448,0.58445
-0.32181,0.67035
-0.03446,0.34355
-0.32742,0.7024
-0.31987,0.65527
-0.27312,0.64548
-0.27443,0.68092
0.09211,0.0741
-0.0067,0.16215
-0.23066,0.63569
-0.1843,0.57307
-0.14344,0.50985
-0.22693,0.5982
-0.20942,0.61548
0.05054,0.26426
-0.08503,0.40551
-0.25907,0.63323
-0.04168,0.36341
-0.16236,0.58029
0.01056,0.25786
-0.05524,0.34185
-0.04759,0.33881
-0.20437,0.61522
-0.0014,0.34517
-0.20953,0.58444
-0.2577,0.63822
-0.30576,0.666
-0.17397,0.54389
-0.08807,0.41495
-0.19061,0.56006
-0.27539,0.62443
-0.15188,0.51152
-0.19444,0.6
-0.06479,0.42484
-0.29319,0.64636
-0.24482,0.64923
-0.2851,0.64485
-0.01783,0.36067
-0.19767,0.58506
-0.31447,0.6246
-0.22973,0.60284
-0.33849,0.63254
-0.20664,0.52529
-0.05685,0.31519
-0.17837,0.61038
0.00999,0.30968
-0.25179,0.55771
-0.01815,0.29142
-0.08831,0.39671
-0.14687,0.55826
0.10968,0.1156
-0.22018,0.59787
-0.15039,0.46622
-0.28212,0.64328
-0.22578,0.54579
-0.31963,0.64276
-0.10526,0.45115
-0.30189,0.65846
-0.08755,0.47367
0.04617,0.14042
-0.32203,0.69603
-0.11262,0.46153
-0.14071,0.53336
-0.06952,0.40958
-0.26813,0.63314
-0.19526,0.5354
-0.02896,0.12016
-0.06639,0.43578
-0.106,0.45653
-0.14958,0.53639
-0.24065,0.63513
0.11528,0.09587
-0.1468,0.51737
-0.27282,0.64971
-0.11468,0.51184
-0.29057,0.64403
-0.25291,0.58062
-0.23816,0.59397
0.04762,0.16681
-0.25958,0.58723
-0.26098,0.62852
-0.22368,0.59346
-0.24354,0.61248
-0.1558,0.55421
0.05574,0.13758
-0.04552,0.41135
-0.06298,0.46192
-0.27389,0.59264
0.07197,-0.00144
-0.2404,0.63686
0.03931,0.12805
-0.24916,0.60809
0.01089,0.24554
-0.02205,0.2144
-0.18555,0.59779
0.0745,0.05859
-0.084,0.44885
-0.00075,0.28919
-0.32227,0.64854
-0.20152,0.60474
-0.03839,0.3069
-0.14094,0.53763
-0.19221,0.51049
-0.32638,0.64623
-0.28653,0.59272
0.11628,0.07194
-0.26258,0.57484
-0.03267,0.3452
-0.05055,0.35394
-0.06284,0.4711
-0.23858,0.65248
-0.17073,0.59855
-0.00235,0.17314
-0.05024,0.36022
-0.05739,0.30836
-0.33506,0.59749
-0.36629,0.61918
0.05468,0.11973
-0.01854,0.24978
0.07885,0.14983
-0.25486,0.55652
-0.2199,0.53787
0.03103,0.23674
0.11858,0.11534
-0.12867,0.50456
-0.27783,0.63717
-0.26701,0.62408
-0.13636,0.52305
-0.09341,0.49329
-0.03545,0.30511
-0.23201,0.61998
0.01932,0.2814
-0.1731,0.5515
0.01368,0.25939
0.0008,0.1555
-0.07725,0.4335
-0.16833,0.47506
-0.3025,0.65825
-0.25127,0.62001
-0.17562,0.5315
-0.09649,0.50603
0.03119,0.23335
-0.07548,0.47174
-0.24446,0.63935
-0.22613,0.58726
-0.25952,0.55208
-0.14389,0.50804
-0.27341,0.65322
0.0757,0.23318
-0.23149,0.62312
0.10561,0.11189
0.02646,0.20747
-0.17963,0.58168
-0.10851,0.42614
-0.02675,0.32442
-0.03045,0.2923
-0.03106,0.36898
-0.22663,0.6171
-0.17804,0.56348
-0.17278,0.53415
0.03782,0.0592
-0.26047,0.64854
-0.1508,0.49816
-0.16688,0.58276
-0.27674,0.62623
-0.09376,0.42877
-0.18513,0.56195
-0.18319,0.596
-0.31062,0.68415
-0.02476,0.30133
-0.30572,0.65076
-0.29275,0.65739
-0.2743,0.63963
-0.26548,0.65445
-0.29611,0.66327
0.09208,0.10706
-0.14081,0.51778
-0.21726,0.57324
-0.11475,0.52986
-0.0488,0.46765
-0.35395,0.6156
-0.22889,0.61993
-0.1708,0.57188
-0.21585,0.59368
-0.16342,0.54396
0.02431,0.22821
-0.38683,0.64018
-0.22351,0.58908
-0.22304,0.62231
-0.15922,0.52595
0.11888,0.21693
0.08957,0.1218
0.11312,0.04507
-0.03285,0.28678
-0.04041,0.35525
-0.21142,0.58692
0.00144,0.22001
-0.22225,0.64197
-0.08066,0.35608
-0.10281,0.40162
-0.22661,0.62285
-0.23696,0.61499
-0.18902,0.58938
-0.32054,0.67576
-0.29636,0.66902
-0.23865,0.62258
-0.16187,0.55882
-0.13941,0.42048
-0.30833,0.66203
-0.2969,0.65894
-0.0594,0.33773
0.05636,0.33854
0.05024,0.12574
0.1139,0.11424
-0.42122,0.67057
-0.19762,0.58156
-0.21567,0.52604
-0.22842,0.59067
0.00992,0.19364
-0.18913,0.56017
-0.22005,0.627
0.08624,0.24319
-0.34779,0.65233
-0.23214,0.62151
-0.0545,0.36856
0.14604,0.10265
-0.28771,0.67349
-0.05962,0.41388
-0.28732,0.59389
-0.10255,0.47872
-0.11002,0.44909
-0.12169,0.51564
-0.18327,0.56961
-0.15999,0.58049
-0.23544,0.611
-0.28132,0.59081
-0.24448,0.63467
-0.27668,0.68354
-0.13182,0.51574
-0.26525,0.58485
-0.10413,0.51986
-0.29603,0.64097
0.08537,0.10883
-0.25118,0.62127
-0.11188,0.52004
0.0966,0.11037
-0.30053,0.65077
-0.20328,0.57269
0.03209,0.17528
0.03403,0.1778
-0.18982,0.58345
0.05344,0.15994
-0.13381,0.48496
0.08264,0.15985
0.13712,0.09296
-0.25166,0.64183
-0.01116,0.2418
-0.32215,0.68075
0.07371,0.20531
-0.30919,0.66435
0.08274,0.21533
0.00629,0.2476
-0.2158,0.57201
-0.21698,0.57573
-0.13835,0.52917
-0.18612,0.54265
-0.18769,0.5485
-0.31193,0.67407
-0.18581,0.50779
-0.24534,0.60514
-0.12028,0.53004
-0.22926,0.54157
-0.2195,0.60946
0.10584,0.15184
-0.0959,0.48898
-0.34037,0.69448
-0.20853,0.60187
-0.3321,0.70286
-0.16918,0.57889
-0.16712,0.56581
-0.00593,0.05016
0.07937,0.09132
0.02388,0.17474
-0.28432,0.67104
-0.2339,0.61704
-0.21473,0.53631
-0.02262,0.26427
-0.09459,0.43089
0.07796,0.25167
-0.23523,0.55545
-0.05301,0.37351
-0.25702,0.60745
-0.24408,0.62512
-0.06468,0.3733
-0.24476,0.60689
-0.11999,0.39162
-0.24973,0.58303
0.00779,0.28192
0.04413,0.20534
-0.13538,0.44927
-0.10079,0.42439
-0.23456,0.60909
0.00093,0.23139
-0.1957,0.59296
-0.27828,0.67388
-0.28961,0.65557
-0.25462,0.63691
0.08803,0.29708
-0.12431,0.50142
-0.18699,0.54531
-0.22752,0.61437
0.05439,0.34955
-0.15862,0.58189
-0.01945,0.34051
0.06562,0.11348
-0.01909,0.34951
0.01882,0.21738
-0.30737,0.63769
0.10398,0.0804
-0.0804,0.47861
-0.217,0.58266
-0.23738,0.6342
-0.15621,0.52743
-0.28973,0.59337
-0.21749,0.59219
0.13141,0.09471
-0.08695,0.40142
-0.1995,0.61944
0.04059,0.16412
-0.03729,0.39589
0.02692,0.19856
-0.14839,0.52846
-0.05326,0.31589
-0.21372,0.60067
-0.3466,0.61813
-0.18458,0.59201
-0.20524,0.58919
-0.03022,0.321
-0.29868,0.60938
0.02421,0.22909
-0.33135,0.64409
-0.11613,0.49655
0.04696,0.05882
-0.05411,0.42539
-0.28086,0.66399
0.10602,0.12305
-0.28068,0.6395
-0.24815,0.6435
-0.16889,0.57092
-0.31166,0.67698
0.10268,0.10332
-0.29906,0.65663
-0.01692,0.37247
-0.21402,0.5779
-0.25126,0.62922
-0.03591,0.01231
-0.22883,0.60952
-0.09026,0.49144
-0.28411,0.6607
-0.311,0.68851
-0.25556,0.57023
-0.16452,0.56542
-0.25887,0.64965
-0.06774,0.392
-0.29747,0.66127
-0.18752,0.57751
-0.05344,0.32667
-0.25064,0.63306
-0.28888,0.64303
-0.17301,0.54673
-0.07611,0.39771
-0.21909,0.61217
-0.15398,0.55838
0.00202,0.26487
0.06833,0.19123
-0.18734,0.54925
-0.0997,0.49088
-0.07648,0.50757
-0.33426,0.62793
-0.00451,0.16593
-0.32042,0.62713
-0.28085,0.65623
-0.32739,0.68868
-0.18717,0.60826
-0.1976,0.58998
-0.33733,0.6836
-0.27071,0.64842
0.01215,0.31644
-0.16404,0.55442
-0.17928,0.55611
-0.32237,0.68597
-0.16614,0.53378
-0.1776,0.53516
-0.27041,0.67659
-0.07569,0.34688
-0.22756,0.63083
-0.29865,0.67638
-0.17375,0.54203
-0.22313,0.54198
-0.14395,0.55232
-0.23707,0.61761
-0.23693,0.62704
-0.24777,0.63582
-0.27108,0.66335
0.01071,0.23091
-0.22334,0.60846
-0.20349,0.61642
0.11479,0.137
-0.23428,0.64144
-0.20136,0.57722
-0.25716,0.63901
-0.29612,0.61706
-0.23113,0.59598
-0.30452,0.65438
-0.14603,0.49786
-0.22168,0.5745
-0.26838,0.59847
0.02484,0.30274
-0.28372,0.64476
-0.23162,0.59076
0.00083,0.23182
-0.11883,0.45654
-0.19279,0.5341
-0.25533,0.62995
-0.18538,0.60558
-0.04336,0.34466
-0.01877,0.25566
-0.21151,0.6094
-0.22051,0.6017
0.0452,0.23816
-0.08032,0.34377
-0.23119,0.57683
0.00145,0.33261
-0.14867,0.52432
-0.02212,0.32259
-0.01666,0.34697
-0.22969,0.55467
-0.12648,0.4922
-0.12414,0.42833
-0.21393,0.58099
0.03892,0.31539
0.00176,0.18938
0.14676,0.08079
-0.00131,0.21939
-0.14304,0.51743
-0.11084,0.44686
-0.00056,0.27076
-0.24959,0.63485
0.09803,0.10723
-0.05129,0.43917
-0.267,0.64171
-0.21558,0.55923
-0.11918,0.52253
-0.23242,0.62407
-0.23443,0.61343
-0.35394,0.61745
-0.14869,0.55019
-0.31731,0.67299
-0.12698,0.48192
-0.1998,0.56595
-0.19465,0.55989
0.15438,0.09739
-0.14875,0.47207
-0.32252,0.70789
-0.14651,0.50241
-0.20612,0.57805
-0.12479,0.47435
-0.09475,0.43645
-0.22733,0.6077
-0.15629,0.56176
-0.2343,0.61627
-0.20929,0.60115
0.00068,0.29122
-0.14291,0.47919
-0.12835,0.42562
-0.06232,0.51915
-0.20453,0.61448
0.02435,0.11455
-0.09819,0.52855
-0.25425,0.56997
-0.32427,0.64753
-0.2871,0.60421
-0.12298,0.53249
-0.2711,0.64919
-0.17871,0.60124
-0.30989,0.63432
0.06608,0.12464
0.01003,0.14695
0.12118,0.08315
-0.33464,0.66053
0.04115,0.23914
-0.14242,0.50734
-0.13164,0.53599
-0.22391,0.61014
0.01583,0.18964
-0.23504,0.64684
-0.08368,0.46429
-0.06441,0.44078
0.09801,0.08378
-0.00888,0.39239
-0.24699,0.58479
-0.23745,0.61459
-0.08623,0.41363
-0.28747,0.66836
-0.27448,0.59467
-0.29667,0.60362
0.0369,0.17079
-0.26026,0.63733
-0.00237,0.36157
-0.39071,0.63936
-0.21442,0.5935
-0.29885,0.67385
-0.26142,0.63365
-0.27608,0.6252
-0.27133,0.65092
-0.0946,0.42023
-0.25265,0.60668
-0.16421,0.57214
-0.16542,0.49759
-0.14072,0.54297
0.09945,0.13095
-0.07283,0.52944
-0.28093,0.64763
-0.16518,0.48572
-0.14576,0.53456
-0.28057,0.56988
-0.16285,0.55938
0.06064,0.13126
-0.10455,0.45594
-0.23416,0.60867
-0.10225,0.48889
-0.16779,0.56457
-0.28602,0.60809
-0.27407,0.67005
0.01739,0.22022
-0.3341,0.70362
-0.31235,0.68592
-0.28897,0.58727
-0.13537,0.54167
-0.22078,0.54991
-0.06994,0.42236
-0.04439,0.41485
-0.2108,0.5675
0.02596,0.16525
-0.1728,0.47358
0.04408,0.22929
-0.07515,0.40705
-0.15007,0.48384
-0.2331,0.59539
-0.22961,0.63053
0.00418,0.23092
-0.20841,0.59153
-0.23525,0.5576
-0.16426,0.54935
-0.30697,0.65038
-0.19784,0.55598
-0.11932,0.48636
-0.10323,0.47811
-0.29331,0.63504
-0.10608,0.44663
-0.15922,0.54631
-0.22556,0.55545
-0.27801,0.65316
-0.21835,0.59064
-0.25372,0.62421
-0.26287,0.64598
-0.12322,0.49569
-0.044,0.34192
-0.2456,0.6214
-0.03091,0.3669
-0.23409,0.60686
-0.32077,0.61583
-0.27838,0.65291
0.01048,0.32091
-0.18202,0.58056
-0.29245,0.65808
-0.08274,0.42909
-0.24695,0.56077
-0.33759,0.66593
-0.24858,0.61476
-0.21026,0.52515
-0.24224,0.58169
-0.00365,0.30216
-0.07323,0.42655
-0.24547,0.54695
-0.13301,0.45311
-0.25726,0.64544
-0.28211,0.64959
-0.09755,0.49445
0.05037,0.16304
0.01442,0.36452
-0.0428,0.29111
-0.09197,0.45523
-0.18207,0.55258
0.06855,0.11111
0.04901,0.27456
-0.14701,0.53901
-0.22596,0.58798
-0.21792,0.60728
-0.13153,0.48535
-0.20259,0.60502
-0.13862,0.52907
-0.2064,0.62409
0.05496,0.19823
-0.20951,0.56492
-0.28772,0.65955
-0.23545,0.59844
-0.1911,0.57749
-0.22688,0.61084
-0.23122,0.60176
-0.11419,0.44883
-0.17188,0.52747
-0.31272,0.67972
-0.17119,0.56273
-0.25012,0.61811
-0.2361,0.59413
-0.18893,0.57394
-0.17337,0.54355
-0.23153,0.59313
-0.13933,0.50292
-0.16063,0.52155
0.04275,0.07392
-0.16168,0.56592
0.03643,0.3119
-0.19823,0.5474
-0.26649,0.65377
-0.11373,0.43291
-0.32605,0.63318
-0.23312,0.62215
-0.06843,0.38494
-0.10768,0.45172
-0.1306,0.43816
-0.02252,0.23192
-0.15244,0.48847
-0.30702,0.61253
-0.07586,0.45258
-0.18819,0.48659
-0.12207,0.45209
-0.11427,0.52482
-0.19973,0.57908
0.07921,0.14225
-0.23066,0.62991
-0.18845,0.5686
-0.23722,0.54924
-0.04357,0.37303
-0.33144,0.66968
-0.26574,0.62683
-0.08259,0.50481
-0.06098,0.35965
-0.19914,0.55697
-0.20439,0.58285
-0.21218,0.52566
-0.19282,0.57243
-0.03473,0.35168
-0.20599,0.62586
-0.0384,0.39088
-0.31839,0.61578
-0.2491,0.6015
-0.18349,0.52865
-0.08429,0.43792
-0.23629,0.62632
-0.15352,0.55838
-0.17826,0.54212
0.10303,0.11315
-0.30452,0.60646
0.03231,0.15078
-0.21147,0.55923
-0.17456,0.52193
-0.33918,0.7016
-0.20831,0.62609
-0.34488,0.69856
-0.28463,0.66582
-0.08117,0.44793
-0.03462,0.35881
-0.23828,0.61221
-0.19633,0.58073
-0.31112,0.63347
-0.08561,0.41074
-0.19953,0.60957
-0.10295,0.45389
-0.11376,0.51635
-0.15967,0.51389
-0.16477,0.51785
-0.24682,0.60504
-0.25305,0.64083
-0.30283,0.66725
-0.07495,0.45813
-0.27686,0.67268
0.10287,0.12625
-0.11538,0.49451
-0.1782,0.60195
-0.17676,0.58346
-0.01596,0.38122
-0.22824,0.62815
-0.33054,0.68147
-0.26653,0.61871
-0.17188,0.50685
-0.23685,0.60815
0.01967,0.27115
0.03257,0.21278
-0.00254,0.2422
-0.25814,0.6023
-0.19874,0.58371
0.07505,0.28306
-0.16742,0.58664
-0.23297,0.62801
-0.25275,0.63064
-0.16692,0.57551
-0.15027,0.49924
-0.2259,0.6067
-0.21086,0.5857
-0.11135,0.46011
-0.24587,0.55962
-0.24762,0.63364
-0.13456,0.52568
-0.22939,0.63444
-0.30547,0.67803
-0.16062,0.52503
-0.19904,0.58553
-0.2291,0.60012
-0.19399,0.5942
-0.26007,0.62907
-0.27913,0.67328
0.05121,0.16905
-0.16957,0.4925
-0.02129,0.34569
-0.20199,0.60328
-0.02699,0.25645
-0.23602,0.63119
-0.27794,0.65524
-0.00976,0.24918
-0.14565,0.51239
-0.05837,0.40359
-0.31263,0.66805
-0.31721,0.69141
-0.29999,0.63856
0.06947,0.11512
-0.18486,0.56022
0.0301,0.28387
0.0047,0.20832
0.0017,0.36707
-0.26853,0.58549
-0.15956,0.55536
-0.11351,0.51759
-0.21449,0.62516
-0.19908,0.59694
-0.06892,0.44989
-0.21218,0.58445
-0.25853,0.59379
-0.19186,0.53027
0.11822,0.09558
0.09765,0.13023
-0.09135,0.43183
-0.14445,0.45413
-0.21339,0.59111
-0.29803,0.66588
-0.17086,0.54633
-0.16498,0.48982
-0.2028,0.6029
-0.32112,0.69624
-0.25187,0.59786
-0.00194,0.37533
-0.34466,0.60991
-0.36136,0.71515
-0.14842,0.48224
-0.30991,0.5969
-0.15319,0.5209
-0.14434,0.41035
-0.3024,0.67467
-0.28065,0.61803
-0.01114,0.30491
-0.00084,0.24453
-0.18012,0.54753
-0.15331,0.51961
-0.12085,0.54818
0.07522,0.1199
-0.19582,0.52346
-0.27115,0.67536
-0.31527,0.6871
-0.00304,0.17959
-0.18862,0.59298
-0.19964,0.5388
0.06277,0.12472
-0.3274,0.688
-0.22674,0.64139
-0.33468,0.64011
-0.10848,0.48668
-0.06576,0.41909
-0.1931,0.58724
0.03155,0.05862
-0.25219,0.65032
-0.0703,0.46571
-0.29359,0.67182
0.07231,0.07731
0.00635,0.25275
-0.18491,0.51131
-0.25946,0.60993
-0.33864,0.70707
-0.04052,0.35344
-0.19391,0.59507
-0.14621,0.57778
-0.32409,0.63092
-0.33691,0.6919
-0.05077,0.33992
-0.16548,0.51582
0.08487,0.13795
-0.08382,0.47283
-0.20033,0.58771
-0.09963,0.44724
