bsi,ndvi
-0.30524,0.62007
-0.03855,0.37
-0.25755,0.63696
-0.34619,0.64099
0.10549,0.0888
-0.28814,0.6047
-0.2808,0.67913
-0.33688,0.67663
-0.32428,0.64834
-0.28886,0.59236
-0.20456,0.60576
0.01663,0.32816
-0.25962,0.58514
-0.35158,0.66967
-0.17395,0.51332
-0.11242,0.54201
-0.02965,0.34218
-0.26729,0.63055
-0.14845,0.55361
-0.24321,0.54491
0.1106,0.12114
-0.34534,0.6833
0.10297,0.09751
-0.32492,0.68333
0.04149,0.2128
-0.1522,0.56557
-0.16159,0.55824
0.09439,0.17435
-0.35835,0.63508
-0.25562,0.64177
-0.09698,0.42388
0.06882,0.253
-0.34599,0.71067
-0.20991,0.59571
-0.26584,0.6583
-0.28345,0.59446
0.07214,0.12629
-0.16,0.58241
-0.24559,0.63406
-0.25616,0.62922
-0.18925,0.58689
-0.1624,0.53489
0.03991,0.1557
-0.16793,0.52388
-0.10452,0.50825
-0.26741,0.60569
-0.2525,0.61015
-0.31497,0.67199
-0.21333,0.60268
-0.16965,0.56419
-0.02121,0.32613
-0.2399,0.58917
-0.21126,0.56034
-0.22278,0.62012
-0.02159,0.38088
-0.29516,0.6695
-0.16526,0.48598
-0.23972,0.62984
-0.23468,0.61559
-0.0201,0.23778
-0.04608,0.27829
0.00048,0.38584
-0.16717,0.51857
-0.3307,0.68099
-0.17017,0.52123
-0.29987,0.62543
-0.18133,0.57241
-0.24121,0.60845
-0.17723,0.56009
-0.22303,0.59182
-0.18614,0.57849
0.03556,0.21962
-0.1619,0.58506
-0.28835,0.63783
-0.01773,0.31801
0.00765,0.2187
-0.10818,0.46957
-0.28747,0.66273
0.11653,0.14361
-0.24307,0.62131
-0.18535,0.57757
-0.07598,0.43241
0.08971,0.15242
-0.15892,0.58249
-0.28357,0.62048
-0.10806,0.46602
-0.19524,0.55462
-0.19136,0.59505
-0.15687,0.54205
-0.08092,0.41946
-0.17028,0.52177
-0.21159,0.63091
-0.09336,0.5425
-0.00391,0.27239
-0.18942,0.518
-0.17702,0.50206
-0.09155,0.4984
-0.03256,0.3535
-0.13149,0.5507
0.08653,0.25485
0.00851,0.34951
-0.16428,0.53083
-0.23804,0.6216
-0.31214,0.67852
-0.29901,0.66821
-0.11147,0.49696
0.10502,0.11479
-0.21438,0.60757
-0.2,0.57369
0.01214,0.28375
-0.16382,0.56835
0.00181,0.32789
-0.29965,0.65313
-0.21675,0.59939
-0.29413,0.67909
-0.15081,0.52575
-0.02348,0.17667
-0.02116,0.366
-0.11922,0.48127
-0.33419,0.66594
-0.28152,0.59446
-0.24057,0.64638
0.02406,0.00299
-0.08069,0.46038
-0.11193,0.48284
-0.19549,0.57524
-0.15271,0.50244
-0.01747,0.25182
-0.10599,0.51258
-0.15061,0.54673
-0.28555,0.60416
0.0445,0.18115
-0.29286,0.63068
-0.06466,0.37498
-0.27582,0.65364
0.02084,0.18191
-0.10874,0.45994
0.07187,0.19579
-0.03458,0.26451
-0.15397,0.47085
-0.02001,0.24165
-0.10766,0.51299
-0.1478,0.51091
0.05744,0.02733
-0.19645,0.60559
-0.24339,0.55032
0.03884,0.14137
-0.23724,0.6206
-0.06613,0.44417
0.09895,0.0996
-0.23006,0.61935
-0.2781,0.65698
-0.29076,0.66955
-0.08701,0.42358
-0.2066,0.61554
-0.13271,0.54903
-0.22071,0.58338
-0.23107,0.5861
0.0163,0.1622
-0.08358,0.4111
0.03729,0.14682
-0.14029,0.53881
-0.16754,0.51949
0.01169,0.21826
-0.20004,0.59081
-0.16745,0.55207
-0.10133,0.48612
0.0367,0.21105
-0.21915,0.61011
0.05084,0.0875
-0.25676,0.6352
-0.02519,0.32666
-0.02056,0.3092
0.05701,0.26407
-0.13912,0.54793
-0.17486,0.56842
0.13088,0.0721
-0.20892,0.61418
-0.17112,0.54106
-0.20029,0.58061
-0.00139,0.3097
-0.22094,0.60241
-0.27791,0.6618
-0.25021,0.61348
-0.06426,0.38331
0.06483,0.12211
-0.3434,0.71068
-0.15372,0.59873
-0.29964,0.70158
-0.26367,0.6339
-0.11032,0.45229
-0.25301,0.64913
-0.208,0.55466
-0.14099,0.53106
-0.16629,0.52911
-0.13921,0.53767
-0.28496,0.60541
-0.22633,0.61111
-0.05241,0.38121
0.00781,0.21789
-0.20503,0.59137
0.13463,0.14529
-0.27435,0.59774
-0.18495,0.49047
0.06214,0.08692
-0.33567,0.69808
-0.08359,0.45504
-0.30854,0.64398
-0.12216,0.54707
-0.29745,0.65814
-0.22809,0.6158
-0.06978,0.41145
0.11428,0.08594
-0.14702,0.52733
-0.14548,0.46112
-0.05363,0.41832
0.04138,0.06293
-0.16755,0.52805
-0.13244,0.521
0.00068,0.25848
-0.33161,0.66291
-0.19426,0.58635
-0.2579,0.66203
-0.07154,0.45243
-0.19199,0.56632
-0.17613,0.57513
-0.14763,0.51217
-0.09877,0.47705
-0.25597,0.60979
-0.04401,0.45009
-0.24789,0.63743
-0.32348,0.69928
-0.29116,0.66264
0.05556,0.18183
-0.19632,0.56612
-0.22451,0.61762
-0.32456,0.63094
-0.27344,0.65949
-0.01027,0.27647
0.04209,0.13156
0.03169,0.1742
-0.04262,0.42839
-0.11332,0.42583
0.00765,0.08204
-0.16841,0.57437
-0.12854,0.53643
-0.24801,0.64484
-0.18653,0.5891
-0.09127,0.45659
0.02477,0.11429
-0.20346,0.60371
-0.24601,0.63528
-0.30419,0.66828
-0.00609,0.31043
-0.06664,0.44969
-0.02875,0.37982
0.0864,0.09132
-0.20313,0.59973
-0.06192,0.41185
-0.03676,0.27916
0.02099,0.20104
-0.18811,0.57548
-0.12705,0.48902
-0.23208,0.63052
-0.13907,0.54714
0.00875,0.13384
0.02108,0.20825
-0.20974,0.57388
-0.16232,0.54187
-0.16865,0.50008
-0.01307,0.2873
-0.28275,0.66176
-0.26217,0.60277
-0.23827,0.60984
-0.27463,0.63081
-0.03639,0.36245
0.02511,0.25463
-0.12013,0.48788
-0.16824,0.57673
0.08144,0.17529
-0.31267,0.67469
-0.27989,0.5895
0.01977,0.4186
-0.21429,0.57019
-0.18219,0.50445
0.033,0.21592
-0.06497,0.46858
-0.16904,0.57961
-0.29062,0.66131
-0.03303,0.46128
0.00936,0.2787
-0.30284,0.69184
-0.32052,0.64469
-0.17102,0.55196
-0.248,0.61488
-0.00791,0.06894
0.09306,0.1558
-0.08217,0.38956
0.00604,0.19901
-0.02369,0.42934
-0.20203,0.58602
-0.22111,0.54934
-0.35112,0.60552
-0.33308,0.62671
-0.32519,0.68507
-0.31165,0.58894
-0.26091,0.60956
-0.21249,0.60176
0.04819,0.20267
-0.00179,0.28485
-0.39355,0.64347
-0.25336,0.64307
-0.23057,0.62876
-0.2396,0.60271
-0.28096,0.64556
0.04333,0.19538
-0.28909,0.66244
-0.30567,0.67147
0.00955,0.20224
-0.05471,0.38857
-0.13808,0.54877
0.04325,0.13582
-0.08056,0.46551
-0.00961,0.37208
-0.28318,0.63838
-0.25546,0.61823
-0.14762,0.5553
-0.27994,0.6472
-0.22446,0.59772
-0.18081,0.55967
-0.30568,0.66445
-0.25893,0.61602
-0.25888,0.64365
-0.20685,0.57556
-0.06197,0.40757
-0.1141,0.41703
-0.18264,0.55873
-0.00987,0.03196
-0.10168,0.53769
-0.22782,0.61787
-0.28549,0.66908
-0.27277,0.64802
-0.15527,0.54158
-0.24319,0.63539
-0.13113,0.47304
-0.10421,0.45514
-0.18288,0.53835
0.02934,0.24479
-0.23125,0.60049
-0.1315,0.48311
-0.22735,0.5805
-0.27474,0.62089
-0.21684,0.55732
-0.21125,0.56076
-0.163,0.56758
-0.18743,0.59226
-0.13728,0.48087
-0.25689,0.62059
-0.2198,0.59036
-0.28646,0.64414
-0.30857,0.67387
-0.17622,0.52375
-0.14597,0.57556
-0.1953,0.5633
-0.18646,0.56542
-0.08571,0.44625
0.11102,0.12093
-0.05092,0.34955
-0.14636,0.56358
-0.09056,0.42579
-0.27891,0.66059
-0.14568,0.46484
-0.11133,0.41527
-0.06599,0.38127
-0.31357,0.66693
0.02551,0.10594
0.00796,0.01603
-0.22081,0.57316
-0.15076,0.55018
-0.19996,0.56881
-0.23797,0.55641
0.07861,0.28078
-0.17953,0.58874
-0.2481,0.61835
-0.27236,0.65237
-0.27976,0.64
-0.17912,0.52308
-0.19169,0.59733
-0.31931,0.64144
0.05641,0.25365
0.01415,0.22852
-0.07636,0.48026
-0.07444,0.40756
-0.19109,0.57213
-0.3582,0.66077
-0.13333,0.43623
-0.24676,0.62526
-0.28303,0.64301
-0.09977,0.4729
-0.28605,0.62989
-0.24008,0.72908
-0.25613,0.55667
-0.15805,0.53713
-0.07372,0.45326
0.11429,0.03864
-0.11855,0.47429
-0.28704,0.62781
0.00219,0.2864
-0.02552,0.36606
-0.27042,0.63782
-0.04849,0.34295
-0.28164,0.59807
-0.28048,0.568
-0.27297,0.58435
-0.07179,0.39599
-0.04666,0.35688
-0.01925,0.25989
-0.185,0.59647
-0.30293,0.66122
-0.19053,0.59746
-0.24041,0.64207
-0.06751,0.42317
-0.25713,0.64434
-0.24762,0.62141
-0.20334,0.58482
-0.00039,0.29909
0.01048,0.1942
-0.01608,0.3167
-0.19445,0.56381
-0.08455,0.39996
-0.01469,0.34322
-0.24903,0.65228
-0.23444,0.57471
-0.14167,0.48425
-0.29825,0.66747
-0.30225,0.6834
-0.12124,0.50735
-0.17871,0.55518
-0.03269,0.31755
-0.21167,0.58642
-0.20499,0.6005
-0.27034,0.62473
-0.23735,0.57985
-0.27385,0.63956
-0.19019,0.5795
0.11801,0.10586
-0.02392,0.31005
-0.18779,0.55076
0.02758,0.1609
-0.21719,0.61196
-0.12723,0.45163
-0.03969,0.38341
-0.1581,0.51042
-0.04347,0.38058
-0.16824,0.55733
-0.06719,0.37262
-0.00679,0.35534
-0.18478,0.57283
-0.14195,0.51129
-0.33281,0.64056
-0.11814,0.51454
-0.23584,0.49783
0.09291,0.16651
-0.0793,0.37794
-0.16138,0.596
-0.26402,0.58013
-0.23537,0.58481
-0.30705,0.66127
-0.21905,0.57418
-0.2633,0.6205
-0.0087,0.32338
-0.02084,0.26238
-0.16101,0.55804
-0.27024,0.62417
-0.17211,0.52301
0.09985,0.02678
-0.1888,0.57678
-0.03697,0.3564
0.00706,0.37486
0.05448,0.08903
-0.20766,0.59047
-0.30349,0.66605
-0.27554,0.63424
-0.2851,0.63127
0.02247,0.29314
-0.13656,0.50992
0.00595,0.14129
0.06887,0.16464
-0.03364,0.33046
-0.21131,0.60188
-0.25793,0.63804
-0.32032,0.67519
-0.26062,0.60105
-0.14127,0.51539
-0.24783,0.6256
-0.15852,0.52918
0.0739,0.17503
-0.25633,0.62686
0.00333,0.22403
-0.25446,0.62236
-0.23818,0.57224
-0.04283,0.49218
-0.06505,0.38031
-0.07849,0.45373
-0.25994,0.62762
-0.07213,0.4099
-0.31796,0.70074
-0.05374,0.34515
-0.08825,0.49093
-0.16612,0.52528
-0.28384,0.612
-0.14605,0.54583
0.05536,0.10122
0.13022,0.08873
-0.27712,0.65505
-0.04891,0.45829
-0.21651,0.60713
-0.03789,0.31588
0.1224,0.23112
-0.31667,0.69366
-0.26343,0.63864
-0.14834,0.5234
-0.23704,0.63574
-0.31594,0.66305
-0.15694,0.55389
-0.24977,0.63394
-0.16287,0.57247
-0.00104,0.32921
0.01237,0.35138
-0.241,0.63894
-0.06271,0.38145
-0.09526,0.4716
0.02052,0.32693
0.11046,0.06218
0.06864,0.3059
0.00218,0.42174
-0.23319,0.55926
-0.01745,0.27907
-0.31803,0.66201
-0.22795,0.59553
-0.28904,0.66155
-0.19364,0.57678
-0.09416,0.44288
-0.2245,0.63948
-0.03885,0.2664
-0.04156,0.38559
-0.14461,0.54737
-0.1862,0.59871
0.02454,0.2235
0.09036,0.21509
0.02239,0.23283
-0.26453,0.65219
-0.2821,0.62206
-0.20358,0.59115
-0.22456,0.61847
-0.09409,0.35559
-0.08934,0.40925
-0.03442,0.43104
-0.26025,0.6361
-0.21488,0.56435
-0.2381,0.63823
0.05262,0.14039
0.01268,0.33173
0.00497,0.21855
0.01184,0.22797
0.14118,0.06022
-0.24452,0.61124
-0.19293,0.58583
-0.17443,0.54634
-0.16323,0.55552
-0.15905,0.50199
-0.17149,0.56135
-0.28597,0.65089
-0.26043,0.56504
-0.25051,0.63956
-0.27875,0.65658
-0.18633,0.54762
0.09795,0.0185
-0.33425,0.68093
-0.27326,0.6252
-0.09998,0.49505
-0.11819,0.52997
-0.12953,0.43492
-0.31858,0.66862
-0.07016,0.46452
-0.23758,0.62849
-0.13,0.49334
-0.26716,0.57416
-0.1909,0.56432
-0.3272,0.60272
-0.10028,0.5034
0.12333,0.09243
-0.16806,0.55062
-0.18084,0.53208
-0.24742,0.56348
-0.13595,0.51565
0.00719,0.25666
-0.19098,0.57999
-0.32353,0.66311
-0.32275,0.61295
-0.03001,0.30545
-0.0079,0.2469
-0.21332,0.59963
0.03436,0.26024
-0.24753,0.62751
0.02931,0.29362
-0.23896,0.62263
-0.15068,0.49143
-0.12417,0.46347
-0.22373,0.62167
0.09624,0.15124
0.00689,0.36281
0.05703,0.19696
-0.22727,0.52703
-0.00192,0.28242
-0.19718,0.59375
-0.28691,0.60459
-0.23333,0.64375
-0.01169,0.38903
-0.00684,0.32302
-0.11158,0.51962
-0.26003,0.63317
-0.19459,0.58686
-0.32627,0.67472
0.02422,0.22569
-0.19891,0.60426
-0.21402,0.54044
0.13988,0.06248
-0.30818,0.66658
0.00938,0.25652
0.01342,0.26776
-0.16807,0.55689
-0.04104,0.41416
-0.21613,0.62288
-0.16829,0.55757
-0.04563,0.30217
-0.30911,0.60976
0.00676,0.26664
-0.02832,0.1711
-0.04249,0.34554
-0.17836,0.55203
-0.29993,0.62082
-0.24637,0.60591
-0.3342,0.67801
-0.28106,0.58443
-0.34099,0.698
-0.27091,0.66115
-0.10155,0.40325
-0.21493,0.58391
-0.30503,0.67077
-0.00072,0.26973
-0.01942,0.28644
-0.07787,0.40217
-0.16975,0.55843
-0.18968,0.55108
-0.33037,0.64794
-0.18897,0.58361
0.1229,0.08647
-0.23446,0.60868
-0.07765,0.39232
-0.27893,0.63584
-0.1927,0.5937
-0.22147,0.62593
-0.11089,0.40259
0.00968,0.23165
-0.11951,0.45571
-0.101,0.44113
-0.2436,0.57404
-0.31865,0.61606
-0.30547,0.68091
-0.23165,0.61223
-0.2962,0.66955
-0.06729,0.38266
-0.15925,0.51426
-0.26083,0.63141
-0.20354,0.60415
-0.31425,0.62338
-0.30291,0.67155
-0.14003,0.49191
-0.20189,0.60589
-0.27056,0.64986
-0.30817,0.6202
-0.20244,0.61438
-0.24429,0.61525
-0.26993,0.6596
-0.24952,0.56143
0.0874,0.13916
-0.29838,0.65302
0.05312,0.05616
-0.05041,0.38365
-0.1359,0.55207
-0.20991,0.59636
-0.19236,0.5275
-0.2255,0.58135
0.11768,0.10056
0.03431,0.15537
-0.24951,0.58535
-0.23951,0.61854
-0.18296,0.58329
-0.21506,0.61229
-0.13844,0.55376
-0.07267,0.429
-0.13009,0.48303
-0.35346,0.7117
0.03979,0.22668
0.11714,0.13378
-0.24403,0.5561
-0.0645,0.4305
-0.20235,0.60832
-0.14401,0.50344
-0.26702,0.62907
0.03366,0.11327
-0.14972,0.47769
-0.25954,0.57938
-0.2246,0.60794
0.06704,0.14891
-0.13447,0.51104
-0.07389,0.42827
-0.14749,0.55466
-0.10571,0.48084
-0.1908,0.55762
-0.29957,0.64869
-0.09335,0.48827
0.01115,0.29842
-0.17381,0.55202
-0.29071,0.63049
-0.24085,0.62165
-0.27571,0.6157
-0.31666,0.67057
-0.18682,0.57553
-0.21608,0.58872
-0.10135,0.50778
-0.23723,0.62026
-0.08497,0.44341
-0.19864,0.59718
-0.30143,0.62675
-0.13114,0.4983
-0.31723,0.65752
-0.16956,0.47245
-0.22123,0.62288
-0.33258,0.69763
-0.10034,0.37546
-0.30487,0.67776
0.08536,0.08058
-0.21463,0.51077
-0.22299,0.61772
-0.27588,0.59189
-0.23343,0.59283
-0.17003,0.57242
-0.08584,0.4405
0.03396,0.14627
-0.2962,0.65947
0.05855,0.13854
-0.20832,0.59131
-0.1542,0.55272
-0.16745,0.52972
0.08063,0.1415
0.0899,0.09799
-0.2026,0.53093
-0.09874,0.52326
-0.13913,0.46335
0.05476,0.044
-0.10134,0.4614
-0.19115,0.57332
0.06909,0.11751
-0.03173,0.35367
-0.27762,0.65804
-0.1953,0.63443
0.05532,0.16074
-0.3327,0.63572
-0.16723,0.50893
-0.32535,0.6648
-0.10226,0.52781
-0.18265,0.5377
-0.22085,0.60327
-0.14762,0.48611
-0.26012,0.59796
-0.26016,0.59608
-0.16542,0.5674
-0.001,0.24575
-0.17393,0.55515
-0.12956,0.51097
0.10767,0.09332
-0.01565,0.2713
-0.30669,0.65947
-0.32649,0.60737
-0.24939,0.63207
-0.27909,0.61021
-0.08326,0.44816
-0.04274,0.00874
-0.03433,0.34199
-0.32307,0.69414
-0.00272,0.31795
-0.03403,0.28112
-0.24537,0.60991
-0.20038,0.54839
-0.15975,0.56531
-0.14796,0.53364
-0.07414,0.38625
-0.17541,0.55778
0.01821,0.21226
-0.18367,0.56483
-0.25954,0.63132
-0.32153,0.69499
-0.14453,0.59331
0.04803,0.19886
-0.19365,0.59798
-0.13777,0.52726
-0.31958,0.69531
-0.22059,0.55426
0.14003,0.06999
-0.31953,0.65141
-0.32967,0.68614
-0.31236,0.66872
-0.13463,0.54855
-0.17559,0.54324
-0.16651,0.52649
-0.24366,0.56071
-0.33124,0.68786
-0.21564,0.63399
0.0994,0.10208
-0.31009,0.69242
-0.04718,0.34648
-0.25916,0.66655
-0.21359,0.60427
-0.20638,0.55439
-0.27034,0.63083
-0.14877,0.49322
-0.24491,0.59907
0.00244,0.20343
-0.01133,0.35925
0.01919,0.21004
-0.30577,0.65974
-0.12779,0.53386
-0.03878,0.32607
-0.00703,0.35378
-0.24845,0.61957
-0.21858,0.59439
-0.38334,0.63175
-0.33132,0.69489
-0.23482,0.64248
-0.18672,0.55749
-0.27475,0.65936
-0.30641,0.66713
-0.23,0.64344
-0.35219,0.65763
-0.33241,0.68953
-0.30131,0.67567
-0.18113,0.5625
-0.02993,0.26626
0.09432,0.13116
-0.18198,0.57712
-0.2968,0.67952
0.03967,0.11692
-0.10979,0.4434
-0.21708,0.60129
0.0231,0.20606
-0.29003,0.66432
-0.19468,0.57961
-0.25141,0.64764
0.12544,0.12251
-0.23421,0.6129
-0.2496,0.62309
0.03828,0.29259
-0.32774,0.6949
-0.29356,0.64609
-0.26873,0.60152
-0.20716,0.59928
-0.27592,0.62327
0.0313,0.22613
-0.18865,0.597
-0.1236,0.50397
-0.1234,0.54413
-0.21045,0.5956
-0.2822,0.66212
0.07053,0.16934
0.01331,0.20921
-0.3025,0.68282
-0.12068,0.49829
-0.29545,0.65497
-0.15494,0.51273
-0.0997,0.46596
-0.24955,0.6499
0.08779,0.16164
-0.0808,0.4062
-0.22866,0.62742
-0.15762,0.53568
-0.23376,0.54507
-0.04617,0.43652
0.00102,0.23706
-0.19803,0.57854
-0.1355,0.47769
-0.16575,0.5012
-0.25455,0.60352
-0.24513,0.6234
-0.19071,0.57215
-0.16086,0.51521
-0.24038,0.62109
0.13611,0.15964
-0.193,0.56722
-0.12433,0.43962
-0.2408,0.63241
-0.24044,0.65203
-0.00885,0.26477
-0.33684,0.66835
-0.22823,0.61089
-0.00868,0.12411
-0.17657,0.51954
-0.04493,0.3654
-0.28422,0.64559
-0.21524,0.57568
-0.1183,0.43855
-0.26966,0.62465
-0.25591,0.63251
-0.35576,0.68061
-0.16615,0.58879
-0.08116,0.45698
-0.1253,0.4617
0.01289,0.25158
-0.24366,0.63603
0.03047,0.0377
-0.18835,0.58206
-0.19692,0.60305
-0.07382,0.38204
-0.03155,0.3486
-0.28021,0.67014
-0.24665,0.58934
-0.24599,0.57384
-0.1205,0.49131
-0.30494,0.65802
-0.26078,0.55804
0.01541,0.33428
-0.23064,0.59584
-0.05202,0.44597
-0.08675,0.45107
-0.03013,0.32532
0.04319,0.18882
-0.19645,0.50467
-0.30645,0.67458
-0.13449,0.52136
-0.17674,0.56014
-0.27562,0.66716
-0.20492,0.56054
-0.25845,0.56897
-0.31291,0.67805
-0.09441,0.53533
-0.17519,0.57325
-0.0482,0.34485
-0.16954,0.58887
0.05418,0.20569
-0.11126,0.50642
-0.17673,0.56225
-0.28286,0.63224
-0.28061,0.62774
-0.18014,0.50517
-0.13115,0.52495
-0.11922,0.44158
-0.19757,0.5802
-0.26726,0.64083
-0.30496,0.67177
-0.28507,0.60072
-0.20294,0.55539
-0.17259,0.5065
-0.27366,0.64471
-0.21874,0.54559
-0.12712,0.5341
0.0086,0.3545
-0.25303,0.59094
-0.2257,0.55652
0.04006,0.11024
-0.11433,0.49692
0.00117,0.27676
-0.30091,0.67265
-0.16506,0.5634
-0.22644,0.58336
-0.33173,0.6854
0.05602,0.26648
-0.25415,0.63733
-0.18445,0.55168
-0.29542,0.60728
-0.07318,0.51587
-0.30134,0.65038
-0.32025,0.67097
-0.23501,0.64145
-0.30529,0.66871
-0.18615,0.51844
-0.2075,0.58309
-0.25227,0.62493
0.10159,0.08444
-0.2296,0.57207
0.01781,0.12604
-0.12114,0.461
-0.21415,0.54931
-0.15464,0.50883
-0.23175,0.61732
-0.11969,0.53205
-0.22826,0.61205
-0.13948,0.53914
-0.2057,0.55467
-0.25302,0.64471
0.00963,0.18922
-0.11437,0.44806
-0.39128,0.64494
-0.27509,0.61465
0.0504,0.13079
-0.24058,0.53811
-0.20784,0.60056
-0.13346,0.47922
-0.18944,0.5911
-0.10346,0.50632
-0.21417,0.60104
-0.27292,0.63776
-0.27434,0.643
-0.19069,0.59891
-0.23139,0.59357
0.10646,0.13211
0.01074,0.22358
-0.00773,0.32622
-0.11824,0.52734
-0.22961,0.58243
-0.15736,0.58693
-0.13304,0.53554
-0.20193,0.58123
0.02395,0.23018
-0.1114,0.48905
0.00488,0.25116
-0.26026,0.62034
-0.31637,0.67915
-0.20208,0.60808
-0.2729,0.63863
-0.29834,0.65345
-0.07723,0.43841
-0.19185,0.57933
-0.1375,0.55427
-0.18811,0.56555
-0.28768,0.65513
-0.22182,0.59994
-0.11066,0.4577
-0.07009,0.39784
-0.1634,0.558
0.00431,0.31886
-0.21778,0.6106
-0.03553,0.27679
-0.2449,0.60967
-0.19033,0.57762
-0.25745,0.58121
-0.28373,0.64628
-0.20552,0.57626
-0.34642,0.70202
0.02278,0.02266
0.00346,0.2505
0.08079,0.10231
0.0259,0.20278
-0.24747,0.55889
0.05165,0.12549
-0.04506,0.09745
-0.17644,0.57695
-0.26145,0.63021
-0.24278,0.63892
-0.27155,0.66591
-0.29344,0.65871
0.01593,0.22779
-0.29706,0.63286
-0.16628,0.50138
-0.07852,0.42872
0.06621,0.1104
-0.15739,0.52721
-0.19113,0.55762
0.02033,0.2367
-0.11333,0.55304
0.02095,0.18512
-0.13933,0.49884
-0.13435,0.51572
0.1277,0.11848
0.02727,0.12165
-0.35398,0.70869
-0.28743,0.63951
-0.29835,0.59194
-0.26024,0.65146
-0.09206,0.43791
-0.03441,0.34042
-0.16831,0.54112
-0.30264,0.58887
-0.2928,0.64328
-0.18148,0.54538
0.02236,0.24494
-0.12686,0.50389
-0.19957,0.58777
-0.25279,0.62083
-0.15693,0.58346
0.05014,0.16624
-0.23792,0.60927
-0.23843,0.54859
-0.04524,0.25795
-0.20126,0.59369
-0.24866,0.6308
0.07297,0.09541
-0.27872,0.58402
-0.0003,0.13631
-0.26097,0.58479
-0.01407,0.30944
-0.06161,0.35892
-0.24997,0.57896
0.04008,0.01721
-0.27025,0.61228
-0.08464,0.5122
-0.27674,0.62907
0.05239,0.16038
-0.34229,0.7099
-0.21662,0.60141
-0.1519,0.53978
-0.20864,0.59141
0.04724,0.17209
-0.24889,0.65397
-0.26224,0.5671
-0.11732,0.53591
0.09207,0.15206
0.06623,0.1487
0.09786,0.09535
-0.22072,0.57192
-0.0887,0.41857
-0.17065,0.5731
0.0266,0.2734
-0.19738,0.52289
0.03865,0.1955
0.09801,0.14007
-0.1281,0.54211
-0.18789,0.60576
-0.20929,0.63204
-0.1733,0.53437
-0.13003,0.53737
-0.23483,0.61309
-0.26678,0.63685
-0.24017,0.61925
-0.13819,0.48704
-0.25487,0.62023
-0.24808,0.64801
-0.26219,0.63923
-0.23545,0.61895
-0.17288,0.52308
-0.21799,0.60034
-0.24117,0.62981
-0.16574,0.50868
0.0896,0.04891
-0.19844,0.58106
0.08731,0.10854
-0.01858,0.29908
-0.1643,0.43833
-0.24619,0.647
-0.25071,0.62945
-0.18101,0.5679
-0.20605,0.586
-0.1983,0.5393
-0.3133,0.65852
-0.18327,0.53365
-0.02258,0.41558
-0.31641,0.61705
-0.26768,0.57465
-0.20586,0.59307
0.03684,0.13667
-0.19933,0.56682
0.04831,0.18082
-0.08175,0.4325
-0.18245,0.58489
-0.1634,0.5249
-0.18437,0.55548
-0.28756,0.64847
-0.0266,0.39165
0.0246,0.01993
-0.28623,0.66835
-0.21486,0.5873
-0.10687,0.48909
0.00669,0.29001
-0.20585,0.59521
-0.33624,0.68667
-0.06303,0.37124
-0.17795,0.57067
-0.21973,0.62525
-0.21488,0.59976
0.15265,0.08857
-0.22087,0.50642
-0.08291,0.44845
-0.22753,0.55296
-0.16941,0.49316
-0.30081,0.60754
-0.30527,0.6598
-0.25092,0.6087
-0.34473,0.69899
0.03971,0.26052
-0.20569,0.62936
-0.26926,0.62469
-0.26076,0.64609
-0.20397,0.58453
-0.02227,0.2538
-0.03179,0.22377
-0.23228,0.60812
-0.18823,0.58684
-0.31645,0.6536
0.01374,0.19086
-0.13011,0.48546
-0.28938,0.59057
-0.22753,0.59332
-0.25492,0.65698
-0.20339,0.57725
-0.15427,0.54053
-0.0246,0.23634
-0.28438,0.59301
-0.14357,0.55361
-0.20697,0.5747
-0.15869,0.54645
-0.14052,0.52126
-0.03946,0.38954
-0.263,0.60783
-0.32905,0.67661
-0.29306,0.60205
-0.36515,0.6153
0.08704,0.13075
-0.22752,0.62318
-0.28128,0.66904
-0.00656,0.21487
-0.11825,0.43356
0.11298,0.10018
-0.24264,0.63048
-0.00096,0.23958
-0.24461,0.66458
-0.38123,0.64143
-0.19389,0.57521
-0.19439,0.59491
-0.30316,0.6734
-0.07946,0.43078
0.04482,0.07558
-0.0041,0.31523
-0.05295,0.39926
-0.34442,0.65716
-0.22359,0.62293
0.04503,0.15237
-0.25243,0.64155
0.07755,0.08968
-0.28774,0.64838
-0.14534,0.46154
-0.22118,0.56922
-0.03262,0.3592
-0.11295,0.51815
-0.12254,0.53889
-0.15409,0.463
-0.22729,0.55604
-0.18943,0.60056
-0.01778,0.25024
0.08015,0.14948
-0.24953,0.64218
0.13045,0.10132
-0.18157,0.58629
-0.02529,0.30379
-0.19519,0.52246
-0.24578,0.59962
-0.24223,0.62991
-0.30741,0.61172
0.11951,0.0695
-0.2874,0.60685
-0.31874,0.64597
-0.33312,0.69942
-0.11184,0.47354
-0.31476,0.64485
-0.17765,0.59158
-0.21072,0.59579
-0.22223,0.60624
-0.09291,0.46857
0.06112,0.09908
-0.26954,0.63636
-0.2006,0.59726
-0.24201,0.63012
-0.29072,0.67673
-0.10044,0.43355
-0.23651,0.61651
-0.28355,0.6672
-0.12363,0.48399
-0.34451,0.70524
-0.26732,0.56582
-0.14055,0.44313
0.05337,0.26252
-0.25339,0.62338
-0.20904,0.57134
-0.28693,0.65097
-0.21993,0.59617
-0.08068,0.45512
-0.22083,0.56619
-0.2422,0.61801
-0.38269,0.63296
-0.30217,0.65902
-0.25692,0.62981
0.08834,0.13326
-0.21985,0.52184
-0.23327,0.64171
